,Primary Instructor,Course Title,Number,YearTerm,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course,ACP,CS,HUM,NAT,QR,SBS
1047,"Vaughn, Taryn K",US Hist to 1877,171.0,2018-fa,33.0,26.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,HIST 171,,WCC,HP,,,
1048,"Wachtel, Jayne M","Child, Comm, & Lang Ability",120.0,2018-fa,0.0,424.0,0.0,0.0,84.0,0.0,0.0,28.0,0.0,0.0,4.0,0.0,11.0,0.0,SHS 120,,,,,,BSC
1049,"Wachtel, Jayne M","Child, Comm, & Lang Ability",120.0,2019-fa,0.0,380.0,0.0,0.0,101.0,0.0,0.0,27.0,0.0,0.0,6.0,0.0,13.0,1.0,SHS 120,,,,,,BSC
1050,"Wachter, Cynthia J",Leisure and Consumer Culture,335.0,2018-fa,2.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,RST 335,,WCC,,,,SS
1051,"Wachter, Cynthia J",Leisure and Consumer Culture,335.0,2019-fa,9.0,10.0,6.0,3.0,7.0,2.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,RST 335,,WCC,,,,SS
1052,"Wagner, Lucas K",Univ Physics: Quantum Physics,214.0,2018-fa,40.0,50.0,37.0,46.0,41.0,41.0,31.0,49.0,42.0,23.0,21.0,18.0,10.0,3.0,PHYS 214,,,,PS,QR2,
1053,"Wagner, Lucas K",Univ Physics: Quantum Physics,214.0,2019-fa,47.0,67.0,40.0,39.0,39.0,58.0,40.0,37.0,25.0,22.0,9.0,15.0,2.0,2.0,PHYS 214,,,,PS,QR2,
1054,"Wagner, Lucas K",Univ Physics: Thermal Physics,213.0,2018-fa,58.0,62.0,57.0,37.0,40.0,50.0,35.0,37.0,38.0,22.0,18.0,15.0,11.0,1.0,PHYS 213,,,,PS,QR2,
1055,"Wagner, Lucas K",Univ Physics: Thermal Physics,213.0,2019-fa,75.0,70.0,50.0,49.0,41.0,55.0,38.0,44.0,22.0,15.0,15.0,15.0,2.0,0.0,PHYS 213,,,,PS,QR2,
1056,"Wang, Michelle Y",Intro to Statistics,235.0,2019-fa,6.0,2.0,7.0,5.0,4.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,PSYC 235,,,,,QR1,
1057,"Weaver, Christopher G","Space, Time, and Matter-ACP",419.0,2018-fa,1.0,4.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,PHIL 419,ACP,,,,,
1058,"Weaver, Christopher G","Space, Time, and Matter-ACP",419.0,2018-fa,1.0,4.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,PHYS 419,ACP,,,,,
1059,"Weaver, Christopher G",Symbolic Logic,202.0,2018-fa,8.0,7.0,5.0,4.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,PHIL 202,,,,,QR1,
1060,"Weinberg, Shelley E",Early Modern Philosophy,206.0,2018-fa,0.0,10.0,9.0,15.0,15.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,PHIL 206,,,HP,,,
1061,"Weinberg, Shelley E",Early Modern Philosophy,206.0,2019-fa,3.0,16.0,7.0,5.0,7.0,5.0,0.0,4.0,1.0,3.0,0.0,2.0,3.0,1.0,PHIL 206,,,HP,,,
1062,"Weiss, Dov Y",A History of Judaism,120.0,2018-fa,2.0,28.0,9.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,HIST 168,ACP,,HP,,,
1063,"Weiss, Dov Y",A History of Judaism,120.0,2018-fa,2.0,28.0,9.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,REL 120,ACP,,HP,,,
1064,"Weissman, Terri",Design History Survey,211.0,2019-fa,0.0,43.0,22.0,14.0,40.0,9.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,ARTH 211,,,LA,,,
1065,"Wildblood, Harry S",Senior Engineering Project I,494.0,2018-fa,1.0,15.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE 494,ACP,,,,,
1066,"Wildblood, Harry S",Senior Engineering Project I,494.0,2019-fa,0.0,37.0,15.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SE 494,ACP,,,,,
1067,"Wildblood, Harry S",Senior Engineering Project II,495.0,2018-fa,9.0,41.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SE 495,ACP,,,,,
1068,"Wildblood, Harry S",Senior Engineering Project II,495.0,2019-fa,7.0,40.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SE 495,ACP,,,,,
1069,"Willenbrock, Scott S",College Physics: E&M & Modern,102.0,2018-fa,27.0,21.0,27.0,24.0,34.0,26.0,17.0,18.0,10.0,4.0,5.0,2.0,0.0,1.0,PHYS 102,,,,PS,QR2,
1070,"Willenbrock, Scott S",College Physics: Mech & Heat,101.0,2019-fa,46.0,56.0,39.0,39.0,31.0,38.0,36.0,34.0,37.0,15.0,9.0,9.0,7.0,5.0,PHYS 101,,,,PS,QR2,
1071,"Williams, Beth A",Constructing Race in America,281.0,2019-fa,0.0,16.0,11.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,AAS 281,,US,HP,,,
1072,"Williams, Beth A",Constructing Race in America,281.0,2019-fa,0.0,16.0,11.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,AFRO 281,,US,HP,,,
1073,"Williams, Beth A",Constructing Race in America,281.0,2019-fa,0.0,16.0,11.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,HIST 281,,US,HP,,,
1074,"Williams, Beth A",Constructing Race in America,281.0,2019-fa,0.0,16.0,11.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,LLS 281,,US,HP,,,
1075,"Williams, Craig A",Sex & Gender in Antiquity,240.0,2019-fa,0.0,13.0,7.0,5.0,12.0,8.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,CLCV 240,,WCC,LA,,,
1076,"Williams, Craig A",Sex & Gender in Antiquity,240.0,2019-fa,0.0,13.0,7.0,5.0,12.0,8.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,CWL 262,,WCC,LA,,,
1077,"Williams, Craig A",Sex & Gender in Antiquity,240.0,2019-fa,0.0,13.0,7.0,5.0,12.0,8.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,GWS 240,,WCC,LA,,,
1078,"Wilson, Brenda A",Introductory Microbiology,100.0,2019-fa,0.0,15.0,58.0,68.0,32.0,17.0,12.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,MCB 100,,,,LS,,
1079,"Winans, Amanda",Introduction to Astronomy,100.0,2018-fa,118.0,140.0,73.0,72.0,57.0,30.0,24.0,18.0,12.0,7.0,8.0,7.0,29.0,5.0,ASTR 100,,,,PS,,
1080,"Winans, Amanda",Introduction to Astronomy,100.0,2019-fa,130.0,144.0,63.0,69.0,61.0,26.0,26.0,22.0,10.0,8.0,11.0,2.0,36.0,5.0,ASTR 100,,,,PS,,
1081,"Winans, Amanda",Solar System and Worlds Beyond,121.0,2018-fa,49.0,28.0,17.0,16.0,8.0,3.0,5.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,ASTR 121,,,,PS,QR2,
1082,"Winans, Amanda",Solar System and Worlds Beyond,121.0,2019-fa,34.0,24.0,21.0,12.0,18.0,8.0,7.0,8.0,3.0,1.0,3.0,0.0,4.0,0.0,ASTR 121,,,,PS,QR2,
1083,"Wright, David",Slavery and Identity,330.0,2018-fa,3.0,7.0,2.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ENGL 330,,US,LA,,,
1084,"Wright, David",Slavery and Identity,330.0,2019-fa,2.0,6.0,8.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,ENGL 330,,US,LA,,,
1085,"Zhu, Weimo",Measure & Eval in Kinesiology,401.0,2018-fa,0.0,6.0,2.0,4.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KIN 401,,,,,QR2,
1086,,Introduction to Arab American Studies,,2019-fa,,,,,,,,,,,,,,,AAS 105,,US,,,,
1087,,Intro to Asian Am Pop Culture,,2019-fa,,,,,,,,,,,,,,,AAS 120,,US,,,,
1088,,U.S. Race and Empire,,2019-fa,,,,,,,,,,,,,,,AAS 200,,US,HP,,,
1089,,U.S. Race and Empire,,2019-fa,,,,,,,,,,,,,,,LLS 200,,US,HP,,,
1090,,Asian Americans and the Arts,,2019-fa,,,,,,,,,,,,,,,AAS 211,,US,LA,,,
1091,,US Citizenship Comparatively,,2019-fa,,,,,,,,,,,,,,,AAS 215,,US,HP,,,
1092,,US Citizenship Comparatively,,2019-fa,,,,,,,,,,,,,,,AFRO 215,,US,HP,,,
1093,,US Citizenship Comparatively,,2019-fa,,,,,,,,,,,,,,,AIS 295,,US,HP,,,
1094,,US Citizenship Comparatively,,2019-fa,,,,,,,,,,,,,,,GWS 215,,US,HP,,,
1095,,US Citizenship Comparatively,,2019-fa,,,,,,,,,,,,,,,LLS 215,,US,HP,,,
1096,,Asian Am Historical Sociology,,2019-fa,,,,,,,,,,,,,,,AAS 224,,US,,,,
1097,,Asian Am Historical Sociology,,2019-fa,,,,,,,,,,,,,,,SOC 224,,US,,,,
1098,,Muslims in America,,2019-fa,,,,,,,,,,,,,,,AAS 258,,US,,,,SS
1099,,Muslims in America,,2019-fa,,,,,,,,,,,,,,,LLS 258,,US,,,,SS
1100,,Muslims in America,,2019-fa,,,,,,,,,,,,,,,REL 258,,US,,,,SS
1101,,Intro Asian American Theatre,,2019-fa,,,,,,,,,,,,,,,AAS 260,,US,,,,
1102,,Intro Asian American Theatre,,2019-fa,,,,,,,,,,,,,,,THEA 260,,US,,,,
1103,,Politics of Hip Hop,,2019-fa,,,,,,,,,,,,,,,AAS 265,,US,,,,
1104,,Politics of Hip Hop,,2019-fa,,,,,,,,,,,,,,,LLS 265,,US,,,,
1105,,Asian American Literature,,2019-fa,,,,,,,,,,,,,,,AAS 286,,US,LA,,,
1106,,Asian American Literature,,2019-fa,,,,,,,,,,,,,,,ENGL 286,,US,LA,,,
1107,,Global Islam and Feminisms,,2019-fa,,,,,,,,,,,,,,,AAS 288,,NW,,,,
1108,,Global Islam and Feminisms,,2019-fa,,,,,,,,,,,,,,,GWS 288,,NW,,,,
1109,,"Theories of Race, Gender, and Sexuality",,2019-fa,,,,,,,,,,,,,,,AAS 300,ACP,,,,,
1110,,"Theories of Race, Gender, and Sexuality",,2019-fa,,,,,,,,,,,,,,,GWS 305,ACP,,,,,
1111,,"Theories of Race, Gender, and Sexuality",,2019-fa,,,,,,,,,,,,,,,LLS 305,ACP,,,,,
1112,,Industry-Linked Design Project,,2019-fa,,,,,,,,,,,,,,,ABE 469,ACP,,,,,
1113,,Economic Systems in Africa,,2019-fa,,,,,,,,,,,,,,,ACE 254,,NW,,,,SS
1114,,Economic Systems in Africa,,2019-fa,,,,,,,,,,,,,,,AFST 254,,NW,,,,SS
1115,,Economics of Food and Environmental Justice,,2019-fa,,,,,,,,,,,,,,,ACE 255,,US,,,,SS
1116,,Global Advertising,,2019-fa,,,,,,,,,,,,,,,ADV 476,,WCC,,,,SS
1117,,Aerospace Systems Design II,,2019-fa,,,,,,,,,,,,,,,AE 443,ACP,,,,,
1118,,Black Women in the Diaspora,,2019-fa,,,,,,,,,,,,,,,AFRO 103,,US,,,,
1119,,Black Women in the Diaspora,,2019-fa,,,,,,,,,,,,,,,AFST 103,,US,,,,
1120,,Black Women in the Diaspora,,2019-fa,,,,,,,,,,,,,,,GWS 103,,US,,,,
1121,,Hist Arch Americas,,2019-fa,,,,,,,,,,,,,,,AFRO 106,,US,HP,,,
1122,,Hist Arch Americas,,2019-fa,,,,,,,,,,,,,,,ANTH 106,,US,HP,,,
1123,,African American Music,,2019-fa,,,,,,,,,,,,,,,AFRO 132,,US,LA,,,
1124,,Intro to African-American Film,,2019-fa,,,,,,,,,,,,,,,AFRO 211,,US,,,,
1125,,Intro to African-American Film,,2019-fa,,,,,,,,,,,,,,,MACS 211,,US,,,,
1126,,Intro African American Theat,,2019-fa,,,,,,,,,,,,,,,AFRO 212,,US,,,,
1127,,Intro African American Theat,,2019-fa,,,,,,,,,,,,,,,THEA 263,,US,,,,
1128,,History of the Prison,,2019-fa,,,,,,,,,,,,,,,AFRO 221,,WCC,HP,,,
1129,,History of the Prison,,2019-fa,,,,,,,,,,,,,,,HIST 219,,WCC,HP,,,
1130,,History of the Prison,,2019-fa,,,,,,,,,,,,,,,LA 221,,WCC,HP,,,
1131,,Humanist Persp of Afro-Am Exp,,2019-fa,,,,,,,,,,,,,,,AFRO 224,,US,LA,,,
1132,,Humanist Persp of Afro-Am Exp,,2019-fa,,,,,,,,,,,,,,,CWL 226,,US,LA,,,
1133,,Hip Hop Music: History and Culture,,2019-fa,,,,,,,,,,,,,,,AFRO 228,,US,LA,,,
1134,,Lang Diff Dis: American Persp,,2019-fa,,,,,,,,,,,,,,,AFRO 231,,US,,,,
1135,,Lang Diff Dis: American Persp,,2019-fa,,,,,,,,,,,,,,,SHS 231,,US,,,,
1136,,Introduction to Health and Wellness in the Black Community,,2019-fa,,,,,,,,,,,,,,,AFRO 250,,US,,,,SS
1137,,Early African American Literature and Culture,,2019-fa,,,,,,,,,,,,,,,AFRO 259,,US,,,,
1138,,Early African American Literature and Culture,,2019-fa,,,,,,,,,,,,,,,CWL 259,,US,,,,
1139,,Early African American Literature and Culture,,2019-fa,,,,,,,,,,,,,,,ENGL 259,,US,,,,
1140,,Modern African American Literature and Culture,,2019-fa,,,,,,,,,,,,,,,AFRO 260,,US,,,,
1141,,Modern African American Literature and Culture,,2019-fa,,,,,,,,,,,,,,,CWL 260,,US,,,,
1142,,Modern African American Literature and Culture,,2019-fa,,,,,,,,,,,,,,,ENGL 260,,US,,,,
1143,,Minority Images in Amer Film,,2019-fa,,,,,,,,,,,,,,,AFRO 272,,US,LA,,,
1144,,Minority Images in Amer Film,,2019-fa,,,,,,,,,,,,,,,ENGL 272,,US,LA,,,
1145,,Afro-American History to 1877,,2019-fa,,,,,,,,,,,,,,,AFRO 275,,US,HP,,,
1146,,Afro-American History to 1877,,2019-fa,,,,,,,,,,,,,,,HIST 275,,US,HP,,,
1147,,African-American Women,,2019-fa,,,,,,,,,,,,,,,AFRO 287,,US,HP,,,
1148,,African-American Women,,2019-fa,,,,,,,,,,,,,,,GWS 287,,US,HP,,,
1149,,African-American Women,,2019-fa,,,,,,,,,,,,,,,HIST 287,,US,HP,,,
1150,,Af Am Urban Hist Since 1917,,2019-fa,,,,,,,,,,,,,,,AFRO 290,,US,HP,,,
1151,,Af Am Urban Hist Since 1917,,2019-fa,,,,,,,,,,,,,,,HIST 284,,US,HP,,,
1152,,Dancing Black Popular Culture,,2019-fa,,,,,,,,,,,,,,,AFRO 340,,US,HP,,,
1153,,Dancing Black Popular Culture,,2019-fa,,,,,,,,,,,,,,,DANC 340,,US,HP,,,
1154,,Class Politics & Blk Community,,2019-fa,,,,,,,,,,,,,,,AFRO 372,ACP,,,,,
1155,,Class Politics & Blk Community,,2019-fa,,,,,,,,,,,,,,,HIST 384,ACP,,,,,
1156,,African Diasporic Thought in the Caribbean,,2019-fa,,,,,,,,,,,,,,,AFRO 400,,NW,,,,
1157,,African Diasporic Thought in the Caribbean,,2019-fa,,,,,,,,,,,,,,,CWL 400,,NW,,,,
1158,,Slavery in the United States,,2019-fa,,,,,,,,,,,,,,,AFRO 460,ACP,,,,,
1159,,Slavery in the United States,,2019-fa,,,,,,,,,,,,,,,HIST 482,ACP,,,,,
1160,,"Black Freed Move, 1955-Present",,2019-fa,,,,,,,,,,,,,,,AFRO 474,ACP,,,,,
1161,,"Black Freed Move, 1955-Present",,2019-fa,,,,,,,,,,,,,,,HIST 478,ACP,,,,,
1162,,Constr Afr and Carib Identity,,2019-fa,,,,,,,,,,,,,,,AFST 209,,NW,,,,
1163,,Constr Afr and Carib Identity,,2019-fa,,,,,,,,,,,,,,,CWL 225,,NW,,,,
1164,,Constr Afr and Carib Identity,,2019-fa,,,,,,,,,,,,,,,FR 240,,NW,,,,
1165,,Constr Afr and Carib Identity,,2019-fa,,,,,,,,,,,,,,,LAST 240,,NW,,,,
1166,,Introduction to Modern African Literature,,2019-fa,,,,,,,,,,,,,,,AFST 210,,NW,LA,,,
1167,,Introduction to Modern African Literature,,2019-fa,,,,,,,,,,,,,,,CWL 210,,NW,LA,,,
1168,,Introduction to Modern African Literature,,2019-fa,,,,,,,,,,,,,,,ENGL 211,,NW,LA,,,
1169,,African Muslim Societies,,2019-fa,,,,,,,,,,,,,,,AFST 213,,NW,HP,,,
1170,,African Muslim Societies,,2019-fa,,,,,,,,,,,,,,,HIST 213,,NW,HP,,,
1171,,African Muslim Societies,,2019-fa,,,,,,,,,,,,,,,REL 215,,NW,HP,,,
1172,,Introduction to Modern Africa,,2019-fa,,,,,,,,,,,,,,,AFST 222,,NW,,,,
1173,,Introduction to Modern Africa,,2019-fa,,,,,,,,,,,,,,,ANTH 222,,NW,,,,
1174,,Introduction to Modern Africa,,2019-fa,,,,,,,,,,,,,,,PS 242,,NW,,,,
1175,,Introduction to Modern Africa,,2019-fa,,,,,,,,,,,,,,,SOC 222,,NW,,,,
1176,,African Film and Society,,2019-fa,,,,,,,,,,,,,,,AFST 266,,NW,,,,
1177,,African Film and Society,,2019-fa,,,,,,,,,,,,,,,ANTH 266,,NW,,,,
1178,,Public Information Campaigns,,2019-fa,,,,,,,,,,,,,,,AGCM 320,ACP,,,,,
1179,,Advanced Leadership Studies,,2019-fa,,,,,,,,,,,,,,,AGED 360,,,,,,SS
1180,,Contemp Issues in Ind Country,,2019-fa,,,,,,,,,,,,,,,AIS 102,,US,,,,SS
1181,,Native Religious Traditions,,2019-fa,,,,,,,,,,,,,,,AIS 140,,US,HP,,,
1182,,Lang & Culture Native North Am,,2019-fa,,,,,,,,,,,,,,,AIS 165,,NW,,,,
1183,,Lang & Culture Native North Am,,2019-fa,,,,,,,,,,,,,,,ANTH 165,,NW,,,,
1184,,Intro to American Indian Lit,,2019-fa,,,,,,,,,,,,,,,AIS 265,,US,LA,,,
1185,,Intro to American Indian Lit,,2019-fa,,,,,,,,,,,,,,,ENGL 265,,US,LA,,,
1186,,Am Indian and Indigenous Film,,2019-fa,,,,,,,,,,,,,,,AIS 275,,US,LA,,,
1187,,Am Indian and Indigenous Film,,2019-fa,,,,,,,,,,,,,,,ENGL 275,,US,LA,,,
1188,,Am Indian and Indigenous Film,,2019-fa,,,,,,,,,,,,,,,MACS 275,,US,LA,,,
1189,,Native American History,,2019-fa,,,,,,,,,,,,,,,AIS 278,,US,HP,,,
1190,,Native American History,,2019-fa,,,,,,,,,,,,,,,HIST 278,,US,HP,,,
1191,,American Indians of Illinois,,2019-fa,,,,,,,,,,,,,,,AIS 288,,US,HP,,,
1192,,American Indians of Illinois,,2019-fa,,,,,,,,,,,,,,,ANTH 288,,US,HP,,,
1193,,American Indians of Illinois,,2019-fa,,,,,,,,,,,,,,,HIST 288,,US,HP,,,
1194,,Human Origins and Culture,,2019-fa,,,,,,,,,,,,,,,ANTH 102,,,,,,SS
1195,,Religion & Society in West II,,2019-fa,,,,,,,,,,,,,,,ANTH 109,,WCC,HP,,,
1196,,Religion & Society in West II,,2019-fa,,,,,,,,,,,,,,,PHIL 109,,WCC,HP,,,
1197,,Religion & Society in West II,,2019-fa,,,,,,,,,,,,,,,REL 109,,WCC,HP,,,
1198,,History of South Asia,,2019-fa,,,,,,,,,,,,,,,ANTH 130,,NW,HP,,,
1199,,History of South Asia,,2019-fa,,,,,,,,,,,,,,,HIST 130,,NW,HP,,,
1200,,The Archaeology of Illinois,,2019-fa,,,,,,,,,,,,,,,ANTH 157,,,HP,,,
1201,,Archaeology and Pop Culture,,2019-fa,,,,,,,,,,,,,,,ANTH 175,,,HP,,,
1202,,Latin American Cultures,,2019-fa,,,,,,,,,,,,,,,ANTH 182,,NW,,,,SS
1203,,"Food, Culture, and Society",,2019-fa,,,,,,,,,,,,,,,ANTH 209,,,,,,SS
1204,,Exploring African Cities,,2019-fa,,,,,,,,,,,,,,,ANTH 223,,NW,HP,,,
1205,,Exploring African Cities,,2019-fa,,,,,,,,,,,,,,,LA 220,,NW,HP,,,
1206,,Tourist Cities and Sites,,2019-fa,,,,,,,,,,,,,,,ANTH 224,,,,,,SS
1207,,Women in Prehistory,,2019-fa,,,,,,,,,,,,,,,ANTH 225,,,,,,SS
1208,,Women in Prehistory,,2019-fa,,,,,,,,,,,,,,,GWS 225,,,,,,SS
1209,,Human Biological Variation,,2019-fa,,,,,,,,,,,,,,,ANTH 241,,,,LS,,
1210,,Evolution and Human Disease,,2019-fa,,,,,,,,,,,,,,,ANTH 249,,,,LS,,
1211,,The World Through Museums,,2019-fa,,,,,,,,,,,,,,,ANTH 250,,WCC,,,,SS
1212,,The World Through Museums,,2019-fa,,,,,,,,,,,,,,,MUSE 250,,WCC,,,,SS
1213,,Women's Lives,,2019-fa,,,,,,,,,,,,,,,ANTH 262,,,,,,SS
1214,,Women's Lives,,2019-fa,,,,,,,,,,,,,,,GWS 262,,,,,,SS
1215,,Language in Culture-ACP,,2019-fa,,,,,,,,,,,,,,,ANTH 271,ACP,,,,,
1216,,Language and Culture in Turkey,,2019-fa,,,,,,,,,,,,,,,ANTH 272,,NW,,,,
1217,,Language and Culture in Turkey,,2019-fa,,,,,,,,,,,,,,,GLBL 272,,NW,,,,
1218,,Language and Culture in Turkey,,2019-fa,,,,,,,,,,,,,,,SAME 272,,NW,,,,
1219,,Language and Culture in Turkey,,2019-fa,,,,,,,,,,,,,,,TURK 270,,NW,,,,
1220,,"Ancient Cities, Sacred Land",,2019-fa,,,,,,,,,,,,,,,ANTH 277,,WCC,,,,SS
1221,,Intro to Korea Through Film,,2019-fa,,,,,,,,,,,,,,,ANTH 285,,NW,,,,
1222,,Intro to Korea Through Film,,2019-fa,,,,,,,,,,,,,,,EALC 285,,NW,,,,
1223,,Southeast Asian Civilizations,,2019-fa,,,,,,,,,,,,,,,ANTH 286,,NW,HP,,,
1224,,Southeast Asian Civilizations,,2019-fa,,,,,,,,,,,,,,,ASST 286,,NW,HP,,,
1225,,Southeast Asian Civilizations,,2019-fa,,,,,,,,,,,,,,,HIST 225,,NW,HP,,,
1226,,Jewish Cultures of the World,,2019-fa,,,,,,,,,,,,,,,ANTH 290,,NW,,,,
1227,,Jewish Cultures of the World,,2019-fa,,,,,,,,,,,,,,,JS 290,,NW,,,,
1228,,"Body, Personhood, and Culture",,2019-fa,,,,,,,,,,,,,,,ANTH 362,,,,,,SS
1229,,The World of Jewish Sepharad,,2019-fa,,,,,,,,,,,,,,,ANTH 393,,WCC,HP,,,
1230,,The World of Jewish Sepharad,,2019-fa,,,,,,,,,,,,,,,HIST 393,,WCC,HP,,,
1231,,The World of Jewish Sepharad,,2019-fa,,,,,,,,,,,,,,,REL 393,,WCC,HP,,,
1232,,Writing Ethnography,,2019-fa,,,,,,,,,,,,,,,ANTH 414,ACP,,,,,
1233,,Architecture as a Second Language,,2019-fa,,,,,,,,,,,,,,,ARCH 164,,,LA,,,
1234,,Islamic Gardens & Architecture,,2019-fa,,,,,,,,,,,,,,,ARCH 222,,NW,HP,,,
1235,,Islamic Gardens & Architecture,,2019-fa,,,,,,,,,,,,,,,LA 222,,NW,HP,,,
1236,,History of World Landscapes,,2019-fa,,,,,,,,,,,,,,,ARCH 314,ACP,WCC,HP,,,
1237,,History of World Landscapes,,2019-fa,,,,,,,,,,,,,,,LA 314,ACP,WCC,HP,,,
1238,,Understanding Visual Culture,,2019-fa,,,,,,,,,,,,,,,ART 100,,,LA,,,
1239,,Drawing for Non-Majors,,2019-fa,,,,,,,,,,,,,,,ART 102,,,LA,,,
1240,,Painting for Non-Majors,,2019-fa,,,,,,,,,,,,,,,ART 103,,,LA,,,
1241,,Sculpture for Non-Majors,,2019-fa,,,,,,,,,,,,,,,ART 104,,,LA,,,
1242,,Visual Design for Non-Majors,,2019-fa,,,,,,,,,,,,,,,ART 105,,,LA,,,
1243,,Introduction to Art,,2019-fa,,,,,,,,,,,,,,,ART 140,,,LA,,,
1244,,Experience & Meaning in Design,,2019-fa,,,,,,,,,,,,,,,ART 205,,WCC,,,,BSC
1245,,Digital Art and Sustainability,,2019-fa,,,,,,,,,,,,,,,ART 208,,,LA,,,
1246,,Visual Culture of Fandoms,,2019-fa,,,,,,,,,,,,,,,ART 221,,,LA,,,
1247,,Learning Through Contemporary Art,,2019-fa,,,,,,,,,,,,,,,ART 240,,,LA,,,
1248,,Exploring Visual Culture,,2019-fa,,,,,,,,,,,,,,,ART 280,,WCC,LA,,,
1249,,Writing with Video,,2019-fa,,,,,,,,,,,,,,,ART 350,,WCC,LA,,,
1250,,Chado (The Way of Tea),,2019-fa,,,,,,,,,,,,,,,ARTD 209,,NW,,,,
1251,,eWaste: Sustainable Design,,2019-fa,,,,,,,,,,,,,,,ARTD 240,,,LA,,,
1252,,Introduction to the History of Art and Visual Culture,,2019-fa,,,,,,,,,,,,,,,ARTH 110,,WCC,LA,,,
1253,,Ancient to Medieval Art,,2019-fa,,,,,,,,,,,,,,,ARTH 111,,,LA,,,
1254,,Ancient to Medieval Art,,2019-fa,,,,,,,,,,,,,,,MDVL 111,,,LA,,,
1255,,Renaissance to Modern Art,,2019-fa,,,,,,,,,,,,,,,ARTH 112,,,LA,,,
1256,,Introduction to African Art,,2019-fa,,,,,,,,,,,,,,,ARTH 113,,NW,,,,
1257,,Introduction to East Asian Art,,2019-fa,,,,,,,,,,,,,,,ARTH 114,,NW,,,,
1258,,Introduction to East Asian Art,,2019-fa,,,,,,,,,,,,,,,EALC 114,,NW,,,,
1259,,Art in a Global Context,,2019-fa,,,,,,,,,,,,,,,ARTH 115,,NW,LA,,,
1260,,"Modern Art, 1880-1940",,2019-fa,,,,,,,,,,,,,,,ARTH 241,,,LA,,,
1261,,Graffiti and Murals,,2019-fa,,,,,,,,,,,,,,,ARTH 260,,WCC,LA,,,
1262,,Graffiti and Murals,,2019-fa,,,,,,,,,,,,,,,LLS 260,,WCC,LA,,,
1263,,Cultures & Literatures of South Asia,,2019-fa,,,,,,,,,,,,,,,ASST 208,,NW,LA,,,
1264,,Cultures & Literatures of South Asia,,2019-fa,,,,,,,,,,,,,,,CWL 208,,NW,LA,,,
1265,,Cultures & Literatures of South Asia,,2019-fa,,,,,,,,,,,,,,,REL 208,,NW,LA,,,
1266,,Cultures & Literatures of South Asia,,2019-fa,,,,,,,,,,,,,,,SAME 208,,NW,LA,,,
1267,,S Asian Cultural Landscapes,,2019-fa,,,,,,,,,,,,,,,ASST 218,,NW,LA,,,
1268,,S Asian Cultural Landscapes,,2019-fa,,,,,,,,,,,,,,,LA 218,,NW,LA,,,
1269,,Scientific Writing for Astronomy,,2019-fa,,,,,,,,,,,,,,,ASTR 401,ACP,,,,,
1270,,Senior Thesis,,2019-fa,,,,,,,,,,,,,,,ASTR 490,ACP,,,,,
1271,,Senior Thesis,,2019-fa,,,,,,,,,,,,,,,CS 499,ACP,,,,,
1272,,Senior Thesis,,2019-fa,,,,,,,,,,,,,,,ECE 499,ACP,,,,,
